empty_count,longitude,latitude
10,50.45180252843791,30.521562238025385
12,50.45254029135481,30.52277746983747
2,50.454629474443735,30.523092687214294
33,50.45207059319089,30.522919212673585
30,50.45261955028186,30.52064434997682
5,50.45435983948257,30.521095040734025
3,50.45478335096899,30.520431147243126
41,50.4533316295448,30.524450640814432
8,50.4544121127412,30.52323979917568
16,50.453775850838554,30.52410393165725
22,50.451857167263995,30.521189354261416
29,50.45011605790495,30.524864219412365
36,50.45345010043648,30.5234454967996
47,50.45489050331129,30.52476548732821
29,50.453222602634064,30.521416770678492
2,50.45199041460738,30.52418332032195
43,50.45430450992405,30.523914734468566
0,50.452583809057444,30.522300603439884
2,50.45045362656477,30.522315213427103
1,50.45144390704072,30.522342395042504
49,50.45344533462302,30.524349986464973
26,50.45401869137911,30.520754498403285
33,50.45339682940235,30.52403463321825
48,50.45372251998418,30.523232907165195
38,50.45248603592445,30.52184031919889
38,50.45443105118918,30.52033383921496
10,50.45180547697319,30.521442361963484
0,50.45246986659885,30.52169998972042
27,50.45286088844219,30.521895255341896
5,50.450658483403295,30.52184729606531
48,50.45304746898852,30.521221712051247
39,50.453014220766065,30.520648417312696
1,50.45488043470681,30.521579289111738
35,50.45325361390615,30.521682296547876
25,50.45052403564677,30.521823533504072
9,50.45100734030915,30.523899455677434
1,50.45123069851834,30.52103776050058
45,50.45193614926508,30.521869200941126
44,50.45351873639456,30.5217895268079
20,50.45058362697776,30.52201996044513
21,50.454865066615476,30.52199301140883
13,50.45463361424283,30.520742724739364
10,50.453674990381174,30.524576170470013
49,50.45206927657803,30.522123053051423
40,50.454144954456225,30.520848830063823
16,50.45327220546132,30.523879146369353
21,50.45304342108865,30.52230941182506
29,50.45157507491678,30.52213314603667
22,50.453792181031005,30.523691022224906
28,50.45462812203481,30.524875768920253
17,50.45096183285837,30.523965752379002
8,50.45459455361579,30.523671848859898
20,50.45218356558327,30.522128213863976
39,50.45410648294803,30.52375323813136
18,50.45427059041621,30.52199803550036
34,50.45229138436285,30.520080300679297
2,50.452958875462464,30.521967296706503
30,50.45119932584067,30.520785280697645
0,50.450850794934105,30.524805195252313
34,50.45006550627615,30.520285530405214
46,50.45022347201092,30.522105008440917
45,50.45483585713678,30.520630187270687
1,50.45312315479424,30.522772388777465
33,50.452771539252325,30.521574340781285
12,50.452209946149374,30.520956272644387
28,50.45289974850163,30.524388859136433
29,50.4516041862652,30.52212851295732
36,50.453753216627256,30.520988488892492
41,50.453663545386355,30.522462807059245
5,50.45007142429757,30.523499837659244
11,50.45037254924273,30.521735715417964
34,50.45066216795643,30.522464871360043
3,50.45215579448022,30.52439511316933
24,50.45205305408705,30.520606448559054
15,50.45353548188865,30.520433915992243
45,50.45423545984018,30.521024654896575
20,50.45377927235791,30.52333305405614
8,50.450781308004075,30.521671419279205
6,50.45324435528231,30.52017503138951
47,50.45022131912591,30.5233011387423
13,50.45214376110112,30.52093391837411
28,50.4538081773731,30.52355287364805
49,50.45048303561069,30.524846904952906
12,50.45125036579144,30.52000301586498
27,50.4537894847455,30.522614326806536
22,50.45240359373937,30.52350184849216
0,50.45090824473774,30.52147260631776
36,50.453687181925744,30.52016580870477
13,50.45327689528353,30.520206691284628
39,50.454875611351554,30.521982549847657
18,50.4521512496879,30.523595686359567
2,50.451533563331026,30.52042253173829
7,50.45103465594302,30.524772773521676
36,50.45311916900948,30.523815386945504
12,50.45430793790566,30.52015177155803
37,50.45190115460347,30.520510770117085
19,50.45048686010856,30.523757874243127
28,50.45293029253591,30.52220358738183
26,50.45106336512331,30.521123294698988
35,50.45435138343825,30.52386404584275
1,50.45270354267778,30.5244566615853
10,50.45416817842323,30.523209126397113
6,50.45164077120676,30.523905028360947
46,50.45329762879381,30.524626570472616
19,50.450020816475956,30.523516163530484
18,50.452381499477525,30.52186533423004
9,50.453484911872366,30.524295628714835
33,50.45299409001839,30.524086355013864
14,50.452309677080905,30.520412098012407
37,50.45126256333675,30.52134954453562
29,50.451466599156106,30.52145601307719
16,50.45396129529001,30.521186230062067
46,50.45081858770195,30.522166073804833
15,50.450349310768104,30.52011945482641
47,50.45192082239944,30.520923415666584
35,50.45452341929257,30.520168932023513
7,50.45058339152352,30.52124745455313
44,50.45090581445928,30.520447960975243
10,50.4543387349277,30.520538903558062
26,50.45141090762964,30.521014259001138
19,50.454363015531555,30.52108960986969
22,50.4536409741167,30.52102056593749
11,50.451938598970806,30.520740493051026
33,50.452712287786476,30.520979967333897
9,50.45140655985262,30.522515095653112
23,50.45362245883192,30.522469926885737
45,50.45196085081604,30.521350441526682
21,50.45134492014749,30.521863007228234
7,50.45310142431907,30.5201701925092
39,50.4522084501646,30.52284681229144
1,50.45061696981316,30.52007683044335
49,50.45389666611577,30.52293764914079
7,50.45133112150923,30.52232718905966
22,50.45074822661737,30.52027497075545
17,50.45001483603692,30.524750649725625
22,50.453834593211475,30.520239197661414
3,50.45135857862536,30.520067245377255
14,50.45065985405332,30.521083363786836
22,50.452928459802926,30.521189250372768
20,50.45431254629522,30.520406492804604
21,50.45486050929675,30.522277142561947
31,50.45076922019905,30.524186473843297
10,50.451871330220804,30.524211922351814
39,50.45182608837787,30.520490032547794
14,50.454682431028665,30.523074136598712
1,50.451181730920496,30.52498133773954
8,50.45302499982271,30.522704867918932
7,50.45366912272374,30.524744927425438
13,50.452079243536815,30.52228894071948
33,50.45126281840137,30.521729544865355
11,50.450859982951535,30.523791224913982
16,50.450739268919584,30.52205176078371
37,50.454182318599884,30.52358589907705
6,50.453875582120524,30.521513075426718
32,50.45368207843692,30.521054323510235
42,50.4518126238822,30.52029016621035
45,50.4518611485907,30.520616595667818
34,50.45388757679772,30.5220159591951
43,50.45329461909582,30.520472706426578
1,50.45111151990952,30.520509276299617
15,50.45308894122193,30.52111321787277
26,50.450180319409974,30.521371549163227
23,50.4548458358798,30.52487285012824
32,50.45092070930843,30.522664047920188
25,50.454263658859006,30.52357280931494
17,50.45209371215673,30.522128568482454
47,50.451291491506524,30.5238702758097
37,50.45075765252344,30.521840584282007
25,50.45379076126946,30.522883246437058
24,50.45140062906598,30.524259490500302
36,50.45100539015882,30.52347917573641
36,50.45341364848885,30.524622725435375
20,50.45279859135073,30.522487110693056
13,50.45073271528384,30.524629539617415
24,50.45123853832274,30.52464362730296
24,50.45377133208236,30.524433511666246
41,50.45048075732035,30.521432596520764
10,50.450290196329,30.520990985847856
26,50.45457737913311,30.52290669237267
29,50.453331959064805,30.52304182319375
35,50.45048025095743,30.521920029611767
36,50.45243769669568,30.524192377572636
47,50.45351472732608,30.52124475401687
28,50.45079270308984,30.522023939873982
28,50.451707893649356,30.523259793614173
37,50.45002324382654,30.52214415473584
34,50.45368504164368,30.521383096256255
23,50.45426220634815,30.52032837231352
2,50.450392426184095,30.52049521235392
1,50.45061250568426,30.52159567164834
15,50.4539872473873,30.52376629261113
31,50.45486248409806,30.523367019053634
7,50.4536046240277,30.52263673765379
35,50.45334860240388,30.520192566548705
24,50.453155059071854,30.52223867191046
39,50.45099742177445,30.520570398980308
17,50.45152819200555,30.52013335125036
20,50.4535871922576,30.524608806990287
25,50.453870118829485,30.522374919102226
2,50.45366971352392,30.522451785696738
33,50.45028199376316,30.52201941261838
8,50.452867545504716,30.523557449589315
49,50.45010938661001,30.52167059225694
28,50.45486582925017,30.520147388893296
19,50.45452087571931,30.522347984484284
18,50.45200243467363,30.523930480512544
3,50.45334103908798,30.521029177601324
3,50.453289895063556,30.523708057454815
21,50.45134468680129,30.52041659596828
9,50.453286075914235,30.523665351526592
13,50.453339236752186,30.524017243742584
13,50.45027432623574,30.522104066403443
29,50.45022744715118,30.52458573894737
14,50.451587913257946,30.521716368621966
13,50.451869520461614,30.521865258616238
4,50.454115147288924,30.5223378602796
1,50.451198253118655,30.523517795120114
0,50.45477913401795,30.521110099921465
5,50.45359217187805,30.520028956682065
18,50.45457268508844,30.523787330973953
9,50.454814822882234,30.520001260809458
34,50.450260126468045,30.52241494711175
27,50.45348706511733,30.524142987109716
11,50.45449119467493,30.524163113160487
45,50.4502933247583,30.52182590452322
2,50.453783549169025,30.522574727836552
42,50.4522039041823,30.522176172566674
28,50.45406163244165,30.520609779134126
43,50.45027108886974,30.523986908888677
5,50.454381294706806,30.523648929901235
26,50.45293388169875,30.521825030062214
24,50.45300877965439,30.521620373837933
16,50.4540033059651,30.524320381256306
8,50.45273362112189,30.522637970723704
19,50.45188119046218,30.524754484042038
1,50.452376254887774,30.523383684531638
30,50.45399036148275,30.522514336427104
28,50.4527619525053,30.52435889401005
41,50.45472069443418,30.523094430850012
16,50.45260946954998,30.524739232460426
14,50.45086216374582,30.52125324485758
13,50.45025160061605,30.520662963029327
6,50.45112795354958,30.521593083392535
30,50.450003133773826,30.523203756870238
35,50.454076575308974,30.520866348880674
34,50.454301417347544,30.524471108517222
44,50.45334196391804,30.522284582876832
37,50.45468229743607,30.522529232951648
44,50.45242067440641,30.524108050650334
43,50.45310852643966,30.52079190127877
43,50.451160913471746,30.52429568847115
47,50.45416188537127,30.523022088793212
37,50.45379763437579,30.524342913214102
32,50.4527607023421,30.521478721625222
46,50.45074337119321,30.524278182651862
6,50.45292734507015,30.52190149359551
49,50.45031050573116,30.52350729168387
27,50.45104803503651,30.522566789351973
21,50.450299746560376,30.524582649336594
7,50.45323170376421,30.521394490755025
16,50.45405229529543,30.524302628132812
1,50.454646354464984,30.52104465717797
35,50.45037247584921,30.523256098648908
8,50.45263776788654,30.522553788547388
24,50.4544854107212,30.523638099776797
13,50.45386831041079,30.523471257413103
7,50.451004912053904,30.52025960181303
17,50.450207197118864,30.522953686278587
7,50.45151463396332,30.520379032394334
29,50.454060879057906,30.52188074586456
26,50.45162290577591,30.523426871304668
26,50.45298048119045,30.523278452874205
21,50.450076853097315,30.52100049767948
12,50.45361522264177,30.521812640416176
24,50.452676666274364,30.522588211200315
43,50.4534806823161,30.52134989897827
47,50.45079079515429,30.521681057828452
11,50.450015371833956,30.522652179427194
10,50.45397901347558,30.522319677967992
48,50.45271329754276,30.52171980855794
17,50.45473758795013,30.520851710386843
8,50.45169160551033,30.523074857155454
22,50.45438904487073,30.520380830667698
27,50.45035500570042,30.5217892775534
18,50.45202068786432,30.52329226561961
23,50.45119820103881,30.52207965452211
27,50.453813303452556,30.522108575500873
7,50.452535689331725,30.522599490609863
10,50.45238968434016,30.52096891980879
38,50.45441368682249,30.520894671561635
16,50.453441464830355,30.523641973803308
44,50.45475352046682,30.521566992008676
43,50.4536826460055,30.524633797080096
1,50.45061564936193,30.52014754178747
22,50.45244685954642,30.52311713343832
10,50.45373791127858,30.52405916076762
37,50.45367790417509,30.523397328310015
11,50.454013067565405,30.524000306424178
40,50.45213490268483,30.523802334408693
41,50.451070836612125,30.522036269937566
43,50.45151703323845,30.52288067048177
22,50.451968713784765,30.523295553538595
30,50.45486505187474,30.524516355345533
39,50.45308085950274,30.522927306265853
13,50.452656096374085,30.524802757270287
20,50.45393218392476,30.52141273995603
4,50.45406085056699,30.52137670614528
38,50.45093699031192,30.524311568331164
16,50.451468509530855,30.52043294856659
32,50.45211132328491,30.521662324288933
37,50.453944148350935,30.521448190517777
40,50.45356714088959,30.52060309324673
2,50.452901529631106,30.52405155963713
19,50.4513252954776,30.52299560199789
12,50.45303925957472,30.52224408226312
38,50.452921025626544,30.524001792730978
19,50.4500948052471,30.521419751257177
7,50.451948518761974,30.524963376203537
34,50.45271791624044,30.522170858926675
36,50.453323286199165,30.522455287328214
11,50.45193552029592,30.52388060554971
48,50.45183853628382,30.522440378278233
18,50.45237942634386,30.523851964433423
34,50.45439022602632,30.52352524399641
4,50.451753203344154,30.522866591955044
24,50.450136345803124,30.523927957121966
39,50.450893720642206,30.521538080975116
25,50.45034183799791,30.522207251888272
35,50.45023379935938,30.521307329566344
34,50.451809164290665,30.520240839627416
5,50.45481820517103,30.52189763159149
2,50.45070700608883,30.523017494978763
44,50.4517568858708,30.520619080249293
8,50.45009784536591,30.522231838089056
28,50.454535920683384,30.523892879073024
1,50.45404857771342,30.520197378033156
36,50.45207518388425,30.52244663480552
15,50.45128292652595,30.521958277764966
2,50.4520252201793,30.521039333456834
39,50.45470319999657,30.523270299173834
24,50.453349995466006,30.521470310456156
49,50.4535374137434,30.52038075713434
2,50.45035552910191,30.521162102057676
47,50.45173538432529,30.52057854319856
19,50.4534623241029,30.522523350564285
19,50.454590709900714,30.522547514794173
46,50.45434946165228,30.524948254769452
39,50.45001413702568,30.52498630214485
11,50.45139117189431,30.521825118351227
35,50.454634171987834,30.52154476646134
14,50.451125075879276,30.520194927926507
35,50.4534013499781,30.521752614235346
28,50.45470937789544,30.521660255361848
35,50.454967664875554,30.524233050144908
48,50.45482635175759,30.521527730622587
22,50.4511846976101,30.520604235056037
8,50.45298927306054,30.523139780327703
13,50.45256803057047,30.52128484816376
1,50.45064198939731,30.52093494807218
49,50.45204042029703,30.52403952588705
7,50.450463889640794,30.52243353131196
49,50.45134343575621,30.52018296569945
28,50.45468401443298,30.520908546029847
41,50.45182037696406,30.520731410135202
20,50.4510540562269,30.52378625596895
36,50.45096726652747,30.52172761690182
12,50.45491139794657,30.523291915921124
14,50.45036858526551,30.524833776125043
4,50.45396273221575,30.522927323571572
26,50.45016561124389,30.52384321761141
9,50.4547244155286,30.52432745445864
6,50.45220460825752,30.522646303588235
29,50.453959901075514,30.524084755166843
2,50.45214359184336,30.5238656657789
32,50.45456542112074,30.52110514561838
25,50.45368593043451,30.523390312241784
34,50.45074288677032,30.524169979355506
43,50.454673897643794,30.52332551214387
24,50.450402844948556,30.521424722164355
24,50.45095439898363,30.5211550590443
38,50.45125520479411,30.52091442634651
10,50.453370769008906,30.520250226034488
9,50.45366254426221,30.521900865870883
47,50.45208534169522,30.521819838173386
36,50.45326101581525,30.52324216387466
32,50.45332715977024,30.521100326082454
40,50.45088704337978,30.523647131396828
40,50.451842897749515,30.520374572649857
33,50.451398155126554,30.52353225347651
9,50.45172111522852,30.52296064882689
10,50.45224350036512,30.524568159986853
34,50.45118000498432,30.52083380020414
3,50.45243911367928,30.520552601900235
38,50.45272591443194,30.522345641571896
37,50.45412731980723,30.520129877489563
15,50.45071777849484,30.521096411385578
15,50.45032464375139,30.520575520706693
8,50.45402852128461,30.521136472855513
5,50.45488058783531,30.52328253515646
5,50.45022535262025,30.52221725218296
17,50.453646739474024,30.52316207225514
33,50.45312865913214,30.52278059037749
12,50.453839892993386,30.522073330528848
32,50.45002922215002,30.52347115470915
2,50.45080787675477,30.52461432238891
17,50.45195372459874,30.523194058790935
39,50.45105502105923,30.520368185395274
6,50.45000129283801,30.521208911310797
8,50.45347978738725,30.521185941184026
39,50.452529889907986,30.521654222606937
30,50.45408712377446,30.520905280773885
4,50.45294231329859,30.522224779554058
39,50.45092701525032,30.520173535751574
11,50.45041028404381,30.522746864969733
25,50.45218807968745,30.521497451865955
30,50.45123237630147,30.523121720764465
32,50.45390235141613,30.52233678814235
31,50.45282600515744,30.524307709813996
36,50.45297783281582,30.520045648946464
41,50.453254528538125,30.52025632475218
25,50.45039858291678,30.520516873374394
37,50.452677221048745,30.523339624016817
32,50.450936303074926,30.524589000974803
36,50.45325297107123,30.52023782701738
46,50.450065587217075,30.523028725800582
31,50.450978023788885,30.52157031479507
33,50.45191336910288,30.52292202206052
45,50.450001587960145,30.52206448788513
14,50.45119194858873,30.521352175411362
40,50.454956788269364,30.521230924552064
35,50.45376211620649,30.52437569750114
6,50.45032896130254,30.523743218031026
46,50.45037624411689,30.523634802674696
30,50.45465412322218,30.524151647465292
9,50.45031365389952,30.52412400720948
3,50.450392795089996,30.52129598166259
